comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,corn,distance
threading,0.0038177967071533203,camera,-1,-1,-1,-1,-1,-1,corn,-1
threading,3.0088350772857666,camera,-1,36.114086666666665,140.09812166666666,-1,-1,-1,corn,1192.4104690551758
threading,6.012310266494751,camera,-1,36.114086666666665,140.09812166666666,-1,-1,-1,corn,1192.4104690551758
threading,9.012979984283447,camera,-1,36.114086666666665,140.09812166666666,-1,-1,-1,corn,1192.4104690551758
threading,12.01654052734375,camera,-1,36.114086666666665,140.09812,-1,-1,-1,corn,1192.4104690551758
threading,15.016996145248413,camera,-1,36.114086666666665,140.09812,-1,-1,-1,corn,1192.4104690551758
threading,18.020729064941406,camera,-1,36.114086666666665,140.09812,0,0,150.04769066470126,corn,1192.4104690551758
threading,21.02400803565979,camera,-1,36.114086666666665,140.09812,0,0,-180.0,corn,1192.4104690551758
threading,24.02785873413086,camera,-1,36.114086666666665,140.09812,0,0,-180.0,corn,1192.015290260315
threading,27.031076431274414,camera,-1,36.114086666666665,140.09812,0,0,-180.0,corn,1192.015290260315
threading,30.03453040122986,camera,-1,36.114086666666665,140.09812,0,0,-180.0,corn,1192.015290260315
threading,33.03699350357056,camera,-1,36.114086666666665,140.09812,0,0,-180.0,corn,1192.015290260315
threading,36.04047131538391,camera,-1,36.114086666666665,140.09812,0,0,-180.0,corn,1192.015290260315
threading,39.04401779174805,camera,-1,36.114086666666665,140.09812,0,0,172.55076844599907,corn,1192.015290260315
threading,42.047409534454346,camera,-1,36.114086666666665,140.09812,0,0,165.5677784254401,corn,1191.7244791984558
threading,45.05094599723816,camera,-1,36.114086666666665,140.09812,0,0,165.5677784254401,corn,1191.7244791984558
threading,48.05400776863098,camera,-1,36.114086666666665,140.09812,0,0,165.5677784254401,corn,1191.7244791984558
threading,51.05762457847595,camera,-1,36.114086666666665,140.09812,0,0,165.5677784254401,corn,1191.7244791984558
threading,54.061092376708984,camera,-1,36.114086666666665,140.09812,0,0,165.5677784254401,corn,1191.7244791984558
threading,57.06467938423157,camera,-1,36.114086666666665,140.09812,5,5,162.11463301750663,corn,1191.7244791984558
threading,60.068196535110474,camera,-1,36.114086666666665,140.09812,30.0,30.0,162.11463301750663,corn,1191.7244791984558
threading,63.07111406326294,camera,-1,36.114085,140.09811833333333,0,0,156.18626806617456,corn,1191.7244791984558
threading,66.07467246055603,camera,-1,36.114085,140.09811666666667,0,0,-178.81644663033768,corn,1191.7244791984558
threading,69.07884693145752,camera,-1,36.114085,140.09811666666667,0,0,-178.81644663033768,corn,1191.391110420227
threading,72.08222246170044,camera,-1,36.114085,140.09811666666667,0,0,-178.81644663033768,corn,1191.391110420227
threading,75.08555173873901,camera,-1,36.114085,140.09811666666667,0,0,-178.81644663033768,corn,1191.391110420227
threading,78.08909606933594,camera,-1,36.114085,140.09811666666667,0,0,-178.81644663033768,corn,1191.391110420227
threading,81.09257912635803,camera,-1,36.114085,140.09811666666667,0,0,-178.81644663033768,corn,1191.391110420227
threading,84.0960750579834,camera,-1,36.114085,140.09811666666667,-15,15,-127.45398586210129,corn,1191.391110420227
threading,87.09948134422302,camera,-1,36.114085,140.09811666666667,0,0,-150.6375136156935,corn,1191.391110420227
