comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,corn,distance
threading,5.046127796173096,gps,1020.7614684780078,36.11413,140.09828333333334,-1,-1,171.86730465991445,corn,-1
threading,8.050342321395874,gps,1020.7614684780078,36.11412833333333,140.09828333333334,35.0,35.0,34.84748886244152,corn,-1
dutychange,8.504312753677368,gps,1020.7614684780078,36.11412833333333,140.09828333333334,35.0,32.0,34.84748886244152,corn,-1
dutychange,10.560738563537598,gps,1020.7614684780078,36.11412833333333,140.09828333333334,35.0,27.0,21.291377583102165,corn,-1
threading,11.051081895828247,gps,1020.7614684780078,36.11412833333333,140.09828333333334,35.0,27.0,21.291377583102165,corn,-1
dutychange,12.666051387786865,gps,1020.7614684780078,36.11412833333333,140.09828333333334,35.0,34.0,63.568536573910905,corn,-1
threading,14.052530765533447,gps,1020.7614684780078,36.11412833333333,140.09828333333334,35.0,34.0,76.88298071279307,corn,-1
dutychange,14.72303581237793,gps,1020.7614684780078,36.11412833333333,140.09828333333334,35.0,33.0,76.88298071279307,corn,-1
dutychange,16.779188871383667,gps,1020.7614684780078,36.11412833333333,140.09828333333334,35.0,32.0,100.06451412401111,corn,-1
threading,17.05657982826233,gps,1020.7614684780078,36.11412833333333,140.09828166666668,35.0,32.0,100.06451412401111,corn,-1
dutychange,18.78349494934082,gps,1020.7614684780078,36.11412833333333,140.09828,35.0,32.0,112.44569549934369,corn,-1
threading,20.059990644454956,gps,1020.7614684780078,36.11412833333333,140.098275,35.0,32.0,132.13117688504283,corn,-1
dutychange,20.837255239486694,gps,1020.7614684780078,36.11412833333333,140.098275,35.0,33.0,132.13117688504283,corn,-1
dutychange,22.99302840232849,gps,1020.7614684780078,36.11411666666667,140.09827333333334,35.0,34.0,144.12102152060635,corn,-1
threading,23.0626323223114,gps,1020.7614684780078,36.11411,140.09827166666668,35.0,34.0,144.12102152060635,corn,-1
dutychange,25.0478253364563,gps,1020.7614684780078,36.11409833333333,140.09826666666666,33.0,35.0,165.71655049761821,corn,-1
threading,26.063963890075684,gps,1020.7614684780078,36.11409166666667,140.09826333333334,33.0,35.0,162.20972871421188,corn,-1
dutychange,27.203598022460938,gps,1020.7614684780078,36.114085,140.09825833333332,19.0,28.0,162.20972871421188,corn,-1
threading,29.0674831867218,gps,1020.7614684780078,36.11407333333333,140.09825166666667,19.0,28.0,150.79361287980362,corn,-1
dutychange,29.259165048599243,gps,1020.7614684780078,36.11407333333333,140.09825166666667,20.0,28.0,150.79361287980362,corn,-1
dutychange,31.36397624015808,gps,1020.7614684780078,36.114065,140.098235,27.0,28.0,129.08394919685148,corn,-1
threading,32.07103967666626,gps,1020.7614684780078,36.114063333333334,140.09822333333332,27.0,28.0,129.08394919685148,corn,-1
dutychange,33.41917657852173,gps,1020.7614684780078,36.114061666666665,140.09821333333332,25.0,28.0,110.20340215045529,corn,-1
threading,35.072561740875244,gps,1020.7614684780078,36.11405833333333,140.09819666666667,25.0,28.0,117.63388195892638,corn,-1
dutychange,35.52544188499451,gps,1020.7614684780078,36.11405833333333,140.09819666666667,15.0,20.0,117.63388195892638,corn,-1
dutychange,37.52972173690796,gps,1020.7614684780078,36.114055,140.09818166666668,15.0,20.0,112.58379210145146,corn,-1
threading,38.076162338256836,gps,1020.7614684780078,36.11405333333333,140.098175,15.0,20.0,112.58379210145146,corn,-1
dutychange,39.58409142494202,gps,1020.7614684780078,36.11405166666667,140.09816833333332,18.0,20.0,92.1326773385086,corn,-1
threading,41.079575300216675,gps,1020.7614684780078,36.11405333333333,140.09815833333334,18.0,20.0,61.34916318913812,corn,-1
dutychange,41.639193058013916,gps,1020.7614684780078,36.11405333333333,140.09815833333334,17.0,20.0,61.34916318913812,corn,-1
dutychange,43.69594168663025,gps,1020.7614684780078,36.11406,140.09815,14.0,20.0,52.67754127557396,corn,-1
threading,44.08210015296936,gps,1020.7614684780078,36.114065,140.09814666666668,14.0,20.0,52.67754127557396,corn,-1
threading,47.08553075790405,gps,1020.7614684780078,36.11408,140.09814,0,0,27.96819774145966,corn,-1
threading,50.089155197143555,gps,1020.7614684780078,36.114085,140.098135,0,0,27.96819774145966,corn,-1
threading,53.09260439872742,gps,1020.7614684780078,36.114086666666665,140.098135,0,0,85.47935035236887,corn,-1
gps,54.09196352958679,gps,1020.7614684780078,36.114086666666665,140.098135,0,0,129.17622745153386,corn,-1
threading,56.09622931480408,camera,1020.7614684780078,36.114086666666665,140.09813333333332,0,0,129.17622745153386,corn,1194.5961117744446
threading,59.09961247444153,camera,1020.7614684780078,36.114088333333335,140.09813333333332,0,0,129.17622745153386,corn,1194.5961117744446
threading,62.103187084198,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,129.17622745153386,corn,1194.5961117744446
threading,65.1068525314331,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,129.17622745153386,corn,1194.5961117744446
threading,68.1104781627655,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,129.17622745153386,corn,1194.5961117744446
threading,71.11350464820862,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,129.17622745153386,corn,1194.5961117744446
threading,74.11700248718262,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,157.02130820394774,corn,1194.5961117744446
threading,77.12039828300476,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,157.02130820394774,corn,1194.1441893577576
threading,80.12386059761047,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,157.02130820394774,corn,1194.1441893577576
threading,83.12752723693848,camera,1020.7614684780078,36.114088333333335,140.09813333333332,0,0,157.02130820394774,corn,1194.1441893577576
threading,86.12868809700012,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,157.02130820394774,corn,1194.1441893577576
threading,89.13208293914795,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,157.02130820394774,corn,1194.1441893577576
threading,92.13637328147888,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,-134.6249400606074,corn,1194.1441893577576
threading,95.13701796531677,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,-176.71476776836758,corn,1194.1441893577576
threading,98.14042472839355,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,-176.71476776836758,corn,1193.7013864517212
threading,101.1438992023468,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,-176.71476776836758,corn,1193.7013864517212
threading,104.14767599105835,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,-176.71476776836758,corn,1193.7013864517212
threading,107.1511926651001,camera,1020.7614684780078,36.11409,140.09813333333332,0,0,-176.71476776836758,corn,1193.7013864517212
threading,110.15323066711426,camera,1020.7614684780078,36.114088333333335,140.09813333333332,0,0,-176.71476776836758,corn,1193.7013864517212
threading,113.15439295768738,camera,1020.7614684780078,36.114088333333335,140.09813333333332,28.0,30.0,-176.65446590070118,corn,1193.7013864517212
threading,116.15787649154663,camera,1020.7614684780078,36.11407666666667,140.09813333333332,28.0,30.0,-176.65446590070118,corn,1193.7013864517212
threading,119.16158652305603,camera,1020.7614684780078,36.114066666666666,140.09813333333332,0,0,-118.05541318229986,corn,1193.7013864517212
threading,122.16523718833923,camera,1020.7614684780078,36.114065,140.09813333333332,0,0,-152.66759019920906,corn,1193.7013864517212
threading,125.16921138763428,camera,1020.7614684780078,36.114065,140.09813333333332,0,0,-148.79701353582948,corn,1193.4784650802612
threading,128.17268061637878,camera,1020.7614684780078,36.114063333333334,140.09813333333332,0,0,-148.79701353582948,corn,1193.4784650802612
threading,131.17622137069702,camera,1020.7614684780078,36.114065,140.09813333333332,0,0,-148.79701353582948,corn,1193.4784650802612
threading,134.17975902557373,camera,1020.7614684780078,36.114063333333334,140.09813333333332,0,0,-148.79701353582948,corn,1193.4784650802612
threading,137.18331861495972,camera,1020.7614684780078,36.114063333333334,140.09813333333332,0,0,-148.79701353582948,corn,1193.4784650802612
threading,140.186838388443,camera,1020.7614684780078,36.114063333333334,140.09813333333332,0,0,-149.45187096758013,corn,1193.4784650802612
threading,143.19023633003235,camera,1020.7614684780078,36.114063333333334,140.09813333333332,0,0,-129.81299530800004,corn,1193.4784650802612
threading,146.19209122657776,distance,1020.7614684780078,36.114063333333334,140.09813333333332,5,5,-129.81299530800004,corn,37.45079040527344
threading,149.19591617584229,distance,1020.7614684780078,36.114063333333334,140.09813333333332,0,0,-129.81299530800004,corn,37.45079040527344
distance,150.39526271820068,distance,1020.7614684780078,36.114063333333334,140.09813333333332,0,0,-129.81299530800004,corn,4.455387592315674
