comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,corn,distance
threading,0.0009186267852783203,land,-1,-1,-1,-1,-1,-1,corn,-1
threading,3.0033981800079346,gps,-1,36.11407833333333,140.09786,35.0,35.0,-119.31035577811275,corn,-1
dutychange,3.925952672958374,gps,-1,36.11407666666667,140.09786166666666,35.0,34.0,-119.31035577811275,corn,-1
dutychange,5.9813621044158936,gps,-1,36.11407333333333,140.09787166666666,35.0,31.0,-151.31779128409175,corn,-1
threading,6.0066492557525635,gps,-1,36.11407333333333,140.09787166666666,35.0,31.0,-151.31779128409175,corn,-1
dutychange,7.9870593547821045,gps,-1,36.11407,140.097875,35.0,31.0,-170.28953139340518,corn,-1
threading,9.010300636291504,gps,-1,36.114065,140.097875,35.0,31.0,-178.0370943168811,corn,-1
dutychange,10.042810678482056,gps,-1,36.11406,140.09787666666668,35.0,29.0,-178.0370943168811,corn,-1
threading,12.01383924484253,gps,-1,36.11405166666667,140.09787833333334,35.0,29.0,-149.92757188259702,corn,-1
dutychange,12.09706449508667,gps,-1,36.11405166666667,140.09787833333334,35.0,32.0,-149.92757188259702,corn,-1
dutychange,14.201858043670654,gps,-1,36.114048333333336,140.09788166666667,35.0,22.0,-147.29272742295018,corn,-1
threading,15.014769077301025,gps,-1,36.114048333333336,140.09788166666667,35.0,22.0,-147.29272742295018,corn,-1
dutychange,16.256386041641235,gps,-1,36.114048333333336,140.09788166666667,35.0,25.0,-149.0032401482218,corn,-1
threading,18.018171310424805,gps,-1,36.114048333333336,140.09788333333333,35.0,25.0,-152.5071797725776,corn,-1
dutychange,18.31258749961853,gps,-1,36.114048333333336,140.09788333333333,35.0,26.0,-152.5071797725776,corn,-1
dutychange,20.369728803634644,gps,-1,36.114048333333336,140.09788333333333,35.0,25.0,-152.70096709975206,corn,-1
threading,21.019983768463135,gps,-1,36.114048333333336,140.09788333333333,35.0,25.0,-152.70096709975206,corn,-1
dutychange,22.377201557159424,gps,-1,36.114048333333336,140.09788333333333,35.0,25.0,-151.25145204154305,corn,-1
threading,24.023536443710327,gps,-1,36.114048333333336,140.09788333333333,0,0,-153.45030363361138,corn,-1
threading,27.027106761932373,gps,-1,36.114048333333336,140.09788333333333,20,-20,-120.2357902512954,corn,-1
threading,30.030635833740234,gps,-1,36.114048333333336,140.09788333333333,20,-20,-96.42386462479647,corn,-1
threading,33.03404688835144,gps,-1,36.114048333333336,140.09788333333333,30.0,21.0,-73.55206813040948,corn,-1
threading,36.03775143623352,gps,-1,36.114048333333336,140.09788333333333,0,0,-109.46556127879671,corn,-1
notmove,38.10528874397278,gps,-1,36.114048333333336,140.09788333333333,0,0,-55.316290571244124,corn,-1
threading,39.039291858673096,gps,-1,36.114048333333336,140.09788333333333,0,0,-55.316290571244124,corn,-1
dutychange,40.412071228027344,gps,-1,36.114048333333336,140.09788333333333,34.0,35.0,-55.316290571244124,corn,-1
threading,42.04294395446777,gps,-1,36.114048333333336,140.09788333333333,34.0,35.0,-89.27142389921836,corn,-1
dutychange,42.47027039527893,gps,-1,36.114048333333336,140.09788333333333,35.0,35.0,-89.27142389921836,corn,-1
threading,45.04489827156067,gps,-1,36.114048333333336,140.09788333333333,0,0,-104.54934067695203,corn,-1
threading,48.048274755477905,gps,-1,36.114048333333336,140.09788333333333,0,0,-46.12131797381707,corn,-1
threading,51.05182862281799,gps,-1,36.114048333333336,140.09788333333333,16.96,15.92,-32.75000358806125,corn,-1
threading,54.05229449272156,gps,-1,36.114048333333336,140.09788333333333,0,0,-91.64091037985563,corn,-1
threading,57.05460715293884,gps,-1,36.114048333333336,140.09788333333333,5,5,-16.77002273362744,corn,-1
threading,60.057538986206055,gps,-1,36.114048333333336,140.09788333333333,18.0,18.0,-16.77002273362744,corn,-1
threading,63.061216831207275,gps,-1,36.114048333333336,140.09788333333333,20,-20,-10.865699711374857,corn,-1
threading,66.06497478485107,gps,-1,36.114048333333336,140.09788166666667,19.0,28.0,0.7486279313746662,corn,-1
threading,69.068612575531,gps,-1,36.114048333333336,140.09788166666667,0,0,-18.728288722832485,corn,-1
notmove,69.24978947639465,gps,-1,36.114048333333336,140.09788166666667,0,0,-16.44461343587952,corn,-1
dutychange,71.55635166168213,gps,-1,36.114048333333336,140.09788166666667,32.0,35.0,-13.99233247493357,corn,-1
threading,72.07218599319458,gps,-1,36.114048333333336,140.09788166666667,32.0,35.0,-13.99233247493357,corn,-1
dutychange,73.61242294311523,gps,-1,36.114048333333336,140.09788166666667,31.0,35.0,-51.29434529868914,corn,-1
threading,75.07580900192261,gps,-1,36.114048333333336,140.09788166666667,31.0,35.0,-52.827163939882915,corn,-1
dutychange,75.67160439491272,gps,-1,36.114048333333336,140.09788166666667,29.0,35.0,-52.827163939882915,corn,-1
threading,78.07938146591187,gps,-1,36.114048333333336,140.09788166666667,0,0,-48.594202302320284,corn,-1
threading,81.0815372467041,gps,-1,36.114048333333336,140.09788166666667,9.8,7.8,48.89166341223907,corn,-1
threading,84.08515453338623,gps,-1,36.114048333333336,140.09788166666667,0,0,62.12104845849427,corn,-1
notmove,85.08852458000183,gps,-1,36.114048333333336,140.09788166666667,0,0,42.75341294392877,corn,-1
threading,87.08883309364319,gps,-1,36.114048333333336,140.09788166666667,5,5,43.724798366114484,corn,-1
dutychange,87.3953971862793,gps,-1,36.114048333333336,140.09788166666667,32.0,35.0,43.724798366114484,corn,-1
dutychange,89.50236558914185,gps,-1,36.114048333333336,140.09788166666667,23.0,35.0,50.61619380608958,corn,-1
threading,90.09243702888489,gps,-1,36.114048333333336,140.09788166666667,23.0,35.0,50.61619380608958,corn,-1
threading,93.09599328041077,gps,-1,36.114048333333336,140.09788166666667,0,0,67.49648106050519,corn,-1
threading,96.09938883781433,gps,-1,36.114048333333336,140.09788166666667,0,0,110.6016123703444,corn,-1
threading,99.1029691696167,gps,-1,36.114048333333336,140.09788166666667,19.0,21.0,151.8308125311692,corn,-1
notmove,101.19519829750061,gps,-1,36.114048333333336,140.09788166666667,0,0,152.2958975486475,corn,-1
threading,102.10658478736877,gps,-1,36.114048333333336,140.09788166666667,0,0,152.2958975486475,corn,-1
dutychange,103.50397276878357,gps,-1,36.114048333333336,140.09788166666667,35.0,32.0,151.91361039777172,corn,-1
threading,105.11026859283447,gps,-1,36.114048333333336,140.09788166666667,35.0,32.0,141.33931167986924,corn,-1
dutychange,105.60971474647522,gps,-1,36.114048333333336,140.09788166666667,35.0,25.0,141.33931167986924,corn,-1
threading,108.1140525341034,gps,-1,36.114048333333336,140.09788166666667,0,0,157.6906621102492,corn,-1
threading,111.1179473400116,gps,-1,36.114048333333336,140.09788166666667,23.0,27.0,-122.97809791320076,corn,-1
threading,114.11934208869934,gps,-1,36.11404666666667,140.09788333333333,0,0,-153.22086390086045,corn,-1
threading,117.12039732933044,gps,-1,36.114045,140.097885,23.0,16.0,-127.47898635418949,corn,-1
notmove,118.81399965286255,gps,-1,36.114043333333335,140.09788833333334,0,0,-113.63706252564664,corn,-1
threading,120.12337493896484,gps,-1,36.114041666666665,140.09789,5,5,-113.22016271877085,corn,-1
dutychange,121.12415647506714,gps,-1,36.114041666666665,140.09789,35.0,34.0,-113.22016271877085,corn,-1
threading,123.12704253196716,gps,-1,36.114041666666665,140.09789166666667,35.0,34.0,-111.56776318513258,corn,-1
dutychange,123.23349237442017,gps,-1,36.114041666666665,140.09789166666667,35.0,27.0,-111.56776318513258,corn,-1
dutychange,125.28881669044495,gps,-1,36.11404,140.09790166666667,35.0,28.0,-109.55348552908295,corn,-1
threading,126.13064002990723,gps,-1,36.11404,140.09790833333332,35.0,28.0,-109.55348552908295,corn,-1
dutychange,127.39362573623657,gps,-1,36.114041666666665,140.09791166666668,35.0,35.0,-79.30706358237195,corn,-1
threading,129.13186025619507,gps,-1,36.11404666666667,140.09792,35.0,35.0,-59.563653453032195,corn,-1
dutychange,129.44893050193787,gps,-1,36.11405,140.09792166666668,34.0,35.0,-59.563653453032195,corn,-1
dutychange,131.50542426109314,gps,-1,36.11405833333333,140.09792833333333,33.0,35.0,-67.50025019175042,corn,-1
threading,132.13296627998352,gps,-1,36.11405833333333,140.09792833333333,33.0,35.0,-67.50025019175042,corn,-1
dutychange,133.56158781051636,gps,-1,36.114066666666666,140.097935,32.0,35.0,-62.604524133761004,corn,-1
