comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,corn,distance
threading,0.002832174301147461,camera,-1,-1,-1,-1,-1,-1,corn,-1
threading,1.0096015930175781,camera,-1,0.0,0.0,-1,-1,-1,corn,-1
threading,3.876143217086792,camera,-1,0.0,0.0,-1,-1,-1,corn,248.1510043144226
threading,4.877936840057373,camera,-1,0.0,0.0,-1,-1,-1,corn,248.1510043144226
threading,5.879440546035767,camera,-1,0.0,0.0,-1,-1,-1,corn,248.1510043144226
threading,6.881038427352905,camera,-1,0.0,0.0,-1,-1,-1,corn,248.1510043144226
threading,7.882652997970581,camera,-1,0.0,0.0,-1,-1,-1,corn,248.1510043144226
threading,8.88416600227356,camera,-1,0.0,0.0,-1,-1,-1,corn,248.1510043144226
threading,9.885653018951416,camera,-1,0.0,0.0,-1,-1,-1,corn,248.1510043144226
threading,10.886826276779175,camera,-1,0.0,0.0,-1,-1,-1,corn,248.1510043144226
threading,11.88831901550293,camera,-1,0.0,0.0,-1,-1,-1,corn,248.1510043144226
threading,12.88981580734253,camera,-1,0.0,0.0,-1,-1,-1,corn,248.1510043144226
threading,13.890821933746338,camera,-1,0.0,0.0,-1,-1,-1,corn,248.1510043144226
threading,14.892273187637329,camera,-1,0.0,0.0,-1,-1,1.2770602649819456,corn,248.1510043144226
threading,15.893667221069336,camera,-1,0.0,0.0,30.0,30.0,1.2770602649819456,corn,248.1510043144226
threading,16.89504313468933,camera,-1,0.0,0.0,30.0,30.0,1.2770602649819456,corn,248.1510043144226
threading,17.896408081054688,camera,-1,0.0,0.0,17.5,17.5,1.2770602649819456,corn,248.1510043144226
threading,18.897782564163208,camera,-1,0.0,0.0,0,0,1.2770602649819456,corn,248.1510043144226
threading,19.899165153503418,camera,-1,0.0,0.0,0,0,28.31986880979477,corn,248.1510043144226
threading,20.900600910186768,camera,-1,0.0,0.0,-11,11,22.50563718996301,corn,248.1510043144226
threading,21.902252197265625,camera,-1,0.0,0.0,0,0,-46.65988602748871,corn,248.1510043144226
threading,22.903770685195923,camera,-1,0.0,0.0,-10,10,-10.605527233388454,corn,248.1510043144226
threading,23.905337810516357,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,248.1510043144226
threading,24.9069242477417,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,248.1510043144226
threading,25.908536434173584,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,14.425039291381836
threading,26.910037994384766,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,14.425039291381836
threading,27.91083073616028,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,14.425039291381836
threading,28.91233515739441,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,14.425039291381836
threading,29.913886785507202,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,14.425039291381836
threading,30.91487216949463,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,14.425039291381836
threading,31.916479349136353,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,14.425039291381836
threading,32.91798138618469,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,14.425039291381836
threading,33.918877363204956,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,14.425039291381836
threading,34.92048907279968,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,14.425039291381836
threading,35.92198038101196,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,14.425039291381836
threading,36.922826528549194,camera,-1,0.0,0.0,0,0,-24.590789803245247,corn,14.425039291381836
threading,37.924349546432495,camera,-1,0.0,0.0,-17,17,33.32078458961392,corn,14.425039291381836
threading,38.92572093009949,camera,-1,0.0,0.0,0,0,-80.38398449942996,corn,14.425039291381836
threading,39.92709136009216,camera,-1,0.0,0.0,0,0,10.472009031304639,corn,14.425039291381836
threading,40.92816948890686,camera,-1,0.0,0.0,0,0,-14.013562474569298,corn,14.425039291381836
threading,41.92979168891907,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,14.425039291381836
threading,42.931400537490845,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,84.575355052948
threading,43.93319225311279,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,84.575355052948
threading,44.93493175506592,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,84.575355052948
threading,45.93652367591858,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,84.575355052948
threading,46.9388427734375,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,84.575355052948
threading,47.940441370010376,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,84.575355052948
threading,48.94194436073303,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,84.575355052948
threading,49.943559408187866,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,84.575355052948
threading,50.94515538215637,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,84.575355052948
threading,51.94669556617737,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,84.575355052948
threading,52.948232889175415,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,84.575355052948
threading,53.94978165626526,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,84.575355052948
threading,54.95134902000427,camera,-1,0.0,0.0,0,0,-8.48882795393531,corn,84.575355052948
threading,55.95293974876404,camera,-1,0.0,0.0,16,-16,-70.68791098237672,corn,84.575355052948
threading,56.9543182849884,camera,-1,0.0,0.0,0,0,-10.963619083664257,corn,84.575355052948
threading,57.95570778846741,camera,-1,0.0,0.0,0,0,-26.856611746058903,corn,84.575355052948
threading,58.9572172164917,camera,-1,0.0,0.0,0,0,-26.856611746058903,corn,84.575355052948
threading,59.95888829231262,camera,-1,0.0,0.0,0,0,-26.856611746058903,corn,14.739155769348145
threading,60.96148061752319,camera,-1,0.0,0.0,0,0,-26.856611746058903,corn,14.739155769348145
threading,61.96296501159668,camera,-1,0.0,0.0,0,0,-26.856611746058903,corn,14.739155769348145
threading,62.964738607406616,camera,-1,0.0,0.0,0,0,-26.856611746058903,corn,14.739155769348145
threading,63.96634912490845,camera,-1,0.0,0.0,0,0,-26.856611746058903,corn,14.739155769348145
threading,64.96899199485779,camera,-1,0.0,0.0,0,0,-26.856611746058903,corn,14.739155769348145
threading,65.97081732749939,camera,-1,0.0,0.0,0,0,-26.856611746058903,corn,14.739155769348145
