comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,corn,distance
threading,5.0439293384552,deployment,1020.4486661550458,36.11412,140.09784333333334,-1,-1,9.10188447515024,corn,-1
threading,8.047350645065308,deployment,1020.4486661550458,36.11412,140.09784333333334,-1,-1,9.10188447515024,corn,-1
threading,11.05002498626709,deployment,1020.4486661550458,36.11412,140.09784333333334,-1,-1,9.10188447515024,corn,-1
threading,14.05360221862793,deployment,1020.4486661550458,36.11412,140.09784333333334,-1,-1,9.10188447515024,corn,-1
open,15.05416750907898,deployment,1020.4486661550458,36.11412,140.09784333333334,-1,-1,9.10188447515024,corn,-1
threading,17.05541181564331,deployment,1020.4486661550458,36.11412,140.09784333333334,30.0,30.0,9.10188447515024,corn,-1
threading,20.0590500831604,deployment,1020.4486661550458,36.114126666666664,140.09784333333334,30.0,30.0,9.10188447515024,corn,-1
threading,23.060544967651367,deployment,1020.4486661550458,36.11413833333334,140.09783833333333,30.0,30.0,9.10188447515024,corn,-1
threading,26.064000606536865,deployment,1020.4486661550458,36.114145,140.097835,30.0,30.0,9.10188447515024,corn,-1
deployment,28.81968379020691,deployment,1020.4486661550458,36.11414833333333,140.097835,0,0,9.10188447515024,corn,-1
threading,29.067577362060547,gps,1020.4486661550458,36.11414833333333,140.097835,5,5,68.20845200202854,corn,-1
threading,32.07115983963013,gps,1020.4486661550458,36.11414833333333,140.097835,35.0,35.0,63.778395469809105,corn,-1
dutychange,32.28008008003235,gps,1020.4486661550458,36.11414833333333,140.097835,23.0,35.0,63.778395469809105,corn,-1
dutychange,34.336119174957275,gps,1020.4486661550458,36.11414833333333,140.097835,28.0,35.0,45.673057783402015,corn,-1
threading,35.074660301208496,gps,1020.4486661550458,36.11414833333333,140.097835,28.0,35.0,45.673057783402015,corn,-1
dutychange,36.391661643981934,gps,1020.4486661550458,36.11414833333333,140.097835,32.0,35.0,2.605910210524942,corn,-1
threading,38.07543969154358,gps,1020.4486661550458,36.11414833333333,140.097835,32.0,35.0,-12.04410075459729,corn,-1
dutychange,38.4482159614563,gps,1020.4486661550458,36.11414833333333,140.097835,27.0,35.0,-12.04410075459729,corn,-1
dutychange,40.50290513038635,gps,1020.4486661550458,36.114151666666665,140.097835,25.0,35.0,-12.04410075459729,corn,-1
threading,41.07896280288696,gps,1020.4486661550458,36.114151666666665,140.097835,25.0,35.0,-12.04410075459729,corn,-1
dutychange,42.55703043937683,gps,1020.4486661550458,36.114151666666665,140.097835,30.0,35.0,54.1266280940446,corn,-1
threading,44.082367181777954,gps,1020.4486661550458,36.114151666666665,140.097835,30.0,35.0,45.89994486961665,corn,-1
dutychange,44.66541147232056,gps,1020.4486661550458,36.114151666666665,140.097835,24.0,35.0,45.89994486961665,corn,-1
dutychange,46.72157859802246,gps,1020.4486661550458,36.114151666666665,140.097835,23.0,35.0,49.39082508829119,corn,-1
threading,47.0862500667572,gps,1020.4486661550458,36.114151666666665,140.097835,23.0,35.0,49.39082508829119,corn,-1
dutychange,48.727219581604004,gps,1020.4486661550458,36.114151666666665,140.097835,23.0,35.0,53.08737608762511,corn,-1
threading,50.08985447883606,gps,1020.4486661550458,36.114151666666665,140.097835,0,0,57.337282398823326,corn,-1
threading,53.09321737289429,gps,1020.4486661550458,36.114151666666665,140.097835,20,-20,91.01515586192674,corn,-1
