comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,cornangle,distance
threading,0.0016062259674072266,land,1027.0851763718447,-1,-1,-1,-1,-1,,-1
threading,3.0085692405700684,land,1027.0789463998285,36.11066833333334,140.09926333333334,-1,-1,-1,,-1
threading,6.014050722122192,land,1027.0613168282368,36.11066666666667,140.09926833333333,-1,-1,-1,,-1
threading,9.017500162124634,land,1026.9857480088008,36.11065833333333,140.0993,-1,-1,-1,,-1
threading,12.021235466003418,land,1027.046800081862,36.11069333333333,140.099315,-1,-1,-1,,-1
threading,15.025411367416382,land,1027.0354023658758,36.110775,140.0993,-1,-1,-1,,-1
threading,18.02961802482605,land,1027.1203305855042,36.1108,140.09930833333334,-1,-1,-1,,-1
threading,21.033856868743896,land,1027.1513937210311,36.110821666666666,140.099305,-1,-1,-1,,-1
threading,24.03758454322815,land,1026.8677042897261,36.11083166666667,140.0993,-1,-1,-1,,-1
threading,27.04133367538452,land,1026.47641147343,36.11085166666667,140.09933333333333,-1,-1,-1,,-1
threading,30.04595708847046,land,1026.0808000941388,36.11084666666667,140.09936333333334,-1,-1,-1,,-1
sky,31.273363828659058,land,1026.0744983008585,36.110863333333334,140.09937333333335,-1,-1,-1,,-1
threading,33.04974365234375,land,1025.8528200341875,36.110866666666666,140.09940833333334,-1,-1,-1,,-1
threading,36.053871631622314,land,1025.336940617854,0.0,0.0,-1,-1,-1,,-1
threading,39.057584047317505,land,1025.179352462523,0.0,0.0,-1,-1,-1,,-1
threading,42.05918884277344,land,1025.0941739404643,0.0,0.0,-1,-1,-1,,-1
threading,45.06286835670471,land,1025.0941739404643,36.110996666666665,140.09962833333333,-1,-1,-1,,-1
threading,48.066556453704834,land,1025.148209545301,36.110995,140.09962166666668,-1,-1,-1,,-1
threading,51.070228815078735,land,1025.5948938959225,36.11099333333333,140.09961666666666,-1,-1,-1,,-1
threading,54.07393956184387,land,1026.0701479851914,0.0,0.0,-1,-1,-1,,-1
threading,57.07783818244934,land,1026.3103357904338,0.0,0.0,-1,-1,-1,,-1
threading,60.08060622215271,land,1026.7017343191708,36.11090333333333,140.09955833333333,-1,-1,-1,,-1
threading,63.084346294403076,land,1026.9947189822428,0.0,0.0,-1,-1,-1,,-1
threading,66.08864498138428,land,1027.0754593562908,0.0,0.0,-1,-1,-1,,-1
land,68.10808038711548,land,1026.9853039386098,0.0,0.0,-1,-1,-1,,-1
