comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,corn,distance
threading,0.0013837814331054688,camera,-1,-1,-1,-1,-1,-1,corn,-1
threading,3.00307297706604,camera,-1,36.111956666666664,140.09837666666667,-1,-1,-1,corn,1196.2143182754517
threading,6.006808757781982,camera,-1,36.111956666666664,140.09837666666667,-1,-1,-1,corn,1196.2143182754517
threading,9.010325908660889,camera,-1,36.111956666666664,140.09837666666667,-1,-1,-1,corn,1196.2143182754517
threading,12.013822793960571,camera,-1,36.111956666666664,140.09837666666667,-1,-1,-1,corn,1196.2143182754517
threading,15.01754379272461,camera,-1,36.111956666666664,140.09837666666667,-15,15,143.90145353611956,corn,1196.2143182754517
threading,18.020922660827637,camera,-1,36.111956666666664,140.09837666666667,0,0,67.50067307510156,corn,1196.2143182754517
threading,21.023855447769165,camera,-1,36.111956666666664,140.09837666666667,0,0,67.50067307510156,corn,1196.0998177528381
threading,24.026766777038574,camera,-1,36.111956666666664,140.09837666666667,0,0,67.50067307510156,corn,1196.0998177528381
threading,27.030481338500977,camera,-1,36.111956666666664,140.09837666666667,0,0,67.50067307510156,corn,1196.0998177528381
threading,30.03302025794983,camera,-1,36.111956666666664,140.09837666666667,0,0,67.50067307510156,corn,1196.0998177528381
threading,33.03715372085571,camera,-1,36.111956666666664,140.09837666666667,0,0,173.52499272012335,corn,1196.0998177528381
threading,36.04060411453247,camera,-1,36.111956666666664,140.09837666666667,0,0,91.22617741308672,corn,1196.0998177528381
threading,39.0440194606781,camera,-1,36.111956666666664,140.09837666666667,0,0,91.22617741308672,corn,1196.445345878601
threading,42.0479371547699,camera,-1,36.111956666666664,140.09837666666667,0,0,91.22617741308672,corn,1196.445345878601
threading,45.0517897605896,camera,-1,36.111956666666664,140.09837666666667,0,0,91.22617741308672,corn,1196.445345878601
threading,48.05564737319946,camera,-1,36.111956666666664,140.09837666666667,0,0,91.22617741308672,corn,1196.445345878601
threading,51.05941987037659,camera,-1,36.111956666666664,140.09837666666667,0,0,117.05623701444593,corn,1196.445345878601
threading,54.062846422195435,camera,-1,36.111956666666664,140.09837666666667,0,0,118.55920159507583,corn,1196.294367313385
threading,57.066462993621826,camera,-1,36.111956666666664,140.09837666666667,0,0,118.55920159507583,corn,1196.294367313385
threading,60.07032227516174,camera,-1,36.111956666666664,140.09837666666667,0,0,118.55920159507583,corn,1196.294367313385
threading,63.07388401031494,camera,-1,36.111956666666664,140.09837666666667,0,0,118.55920159507583,corn,1196.294367313385
threading,66.07755923271179,camera,-1,36.111956666666664,140.09837666666667,0,0,117.21348017219346,corn,1196.294367313385
threading,69.0809633731842,camera,-1,36.111956666666664,140.09837666666667,0,0,142.40623175853702,corn,1196.294367313385
threading,72.08459305763245,camera,-1,36.111956666666664,140.09837666666667,0,0,145.66803538204374,corn,1196.149468421936
threading,75.08678007125854,camera,-1,36.111956666666664,140.09837666666667,0,0,145.66803538204374,corn,1196.149468421936
threading,78.0904369354248,camera,-1,36.111956666666664,140.09837666666667,0,0,145.66803538204374,corn,1196.149468421936
threading,81.09403252601624,camera,-1,36.111956666666664,140.09837666666667,0,0,145.66803538204374,corn,1196.149468421936
threading,84.09762191772461,camera,-1,36.111956666666664,140.09837666666667,-15,15,-104.71558446329783,corn,1196.149468421936
threading,87.10100388526917,camera,-1,36.111958333333334,140.09837666666667,0,0,175.51691428622354,corn,1196.149468421936
threading,90.10443043708801,camera,-1,36.111958333333334,140.09837666666667,0,0,175.51691428622354,corn,1196.3359117507935
threading,93.10678768157959,camera,-1,36.111958333333334,140.09837666666667,0,0,175.51691428622354,corn,1196.3359117507935
threading,96.11035084724426,camera,-1,36.111958333333334,140.09837666666667,0,0,175.51691428622354,corn,1196.3359117507935
threading,99.11328339576721,camera,-1,36.111958333333334,140.09837666666667,0,0,175.51691428622354,corn,1196.3359117507935
