comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,cornangle,distance
threading,0.0009603500366210938,land,-1,-1,-1,-1,-1,-1,,-1
threading,3.0044448375701904,gps,-1,30.3748,130.95986,35.0,50.4,99.5782859932345,,-1
dutychange,4.081282377243042,gps,-1,30.3748,130.95985333333334,28.0,24.0,99.5782859932345,81.53795697700309,-1
threading,6.007841348648071,gps,-1,30.374795,130.95984,28.0,28.799999999999997,117.98155449910874,,-1
dutychange,6.18569540977478,gps,-1,30.374795,130.95984,28.0,27.599999999999998,117.98155449910874,72.97788328102149,-1
dutychange,8.294116258621216,gps,-1,30.374788333333335,130.95982166666667,28.0,32.4,-171.3366993410802,13.542000613842163,-1
threading,9.011488199234009,gps,-1,30.374788333333335,130.95982166666667,28.0,32.4,-171.3366993410802,,-1
dutychange,10.453096866607666,gps,-1,30.37479,130.95982,28.0,32.4,-146.1407790475947,-2.430813762258225,-1
threading,12.015461206436157,gps,-1,30.374791666666667,130.95982,28.0,38.879999999999995,-141.13051000612177,,-1
dutychange,12.608720302581787,gps,-1,30.374791666666667,130.95982,28.0,32.4,-141.13051000612177,-7.855083636029207,-1
dutychange,14.76360821723938,gps,-1,30.374793333333333,130.95982,28.0,33.6,-130.4264052052666,-18.55918843688437,-1
threading,15.018521308898926,gps,-1,30.374793333333333,130.95982,28.0,33.6,-130.4264052052666,,-1
dutychange,16.91904616355896,gps,-1,30.374793333333333,130.95982333333333,27.0,33.6,-109.49046955482399,-42.230019868423454,-1
threading,18.02195692062378,gps,-1,30.374791666666667,130.95982333333333,27.0,40.32,-105.60153391887204,,-1
dutychange,19.075507640838623,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-105.60153391887204,-45.45796690306119,-1
threading,21.0256245136261,gps,-1,30.374791666666667,130.95982333333333,22.0,40.32,-107.40186203245428,,-1
dutychange,21.231193780899048,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-107.40186203245428,-43.65763878947895,-1
dutychange,23.386082410812378,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-105.67225251319617,-45.38724830873706,-1
threading,24.029167890548706,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-105.67225251319617,,-1
dutychange,25.541417598724365,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-107.94846864715831,-43.11103217477492,-1
threading,27.03257656097412,gps,-1,30.374791666666667,130.95982333333333,22.0,40.32,-104.14320229621065,,-1
dutychange,27.69803524017334,gps,-1,30.374791666666667,130.95982333333333,23.0,33.6,-104.14320229621065,-46.91629852572258,-1
dutychange,29.85273504257202,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-105.03628696590003,-46.023213856033195,-1
threading,30.03540015220642,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-105.03628696590003,,-1
dutychange,32.00691819190979,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-103.80788229503429,-47.25161852689894,-1
threading,33.03887462615967,gps,-1,30.374791666666667,130.95982333333333,22.0,40.32,-106.61319234227834,,-1
dutychange,34.162599325180054,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-106.61319234227834,-44.44630847965489,-1
threading,36.04260849952698,gps,-1,30.374791666666667,130.95982333333333,22.0,40.32,-110.53973794331415,,-1
dutychange,36.31918215751648,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-110.53973794331415,-40.519762878619076,-1
dutychange,38.4765305519104,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-119.97661230239608,-31.08288851953715,-1
threading,39.046284437179565,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-119.97661230239608,,-1
dutychange,40.632872581481934,gps,-1,30.374791666666667,130.95982333333333,25.0,33.6,-90.2981499690203,-60.761350852912926,-1
threading,42.04883050918579,gps,-1,30.374793333333333,130.95982333333333,25.0,40.32,-100.98615945795798,,-1
dutychange,42.78903293609619,gps,-1,30.374791666666667,130.95982333333333,19.0,33.6,-100.98615945795798,-50.73432996528946,-1
dutychange,44.94440317153931,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-103.01135134086445,-48.048149481068776,-1
threading,45.05255103111267,gps,-1,30.374791666666667,130.95982333333333,22.0,33.6,-103.01135134086445,,-1
