comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,cornangle,distance
threading,5.0452423095703125,land,1025.3413082082795,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,8.052725553512573,land,1025.3413082082795,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,11.055421829223633,land,1025.3496036665656,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,14.057810544967651,land,1025.4051094943252,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,17.061596632003784,land,1025.3081266844856,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,20.06516671180725,land,1025.3636302063285,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,23.068767309188843,land,1025.396813574853,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,26.072392463684082,land,1025.3802218287142,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,29.076003313064575,land,1025.3135555534616,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,32.079275131225586,land,1025.4299974383273,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,35.082902908325195,land,1025.3189830915937,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,38.08659267425537,land,1025.407672740517,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,41.0902361869812,land,1025.4185265816366,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,44.093897104263306,land,1025.4737242765837,30.374685,130.95949833333333,-1,-1,-88.26035503923057,,-1
threading,47.09766411781311,land,1025.2347259229566,30.374686666666666,130.95950166666665,-1,-1,-88.26035503923057,,-1
threading,50.10168981552124,land,1025.2927795321368,30.374686666666666,130.95950333333334,-1,-1,-88.26035503923057,,-1
threading,53.10536074638367,land,1025.2844860668597,30.374686666666666,130.95950333333334,-1,-1,-88.26035503923057,,-1
threading,56.10625219345093,land,1025.2733109538065,30.374686666666666,130.95950333333334,-1,-1,-88.26035503923057,,-1
threading,59.10990929603577,land,1025.373185241353,30.374688333333335,130.959505,-1,-1,-88.26035503923057,,-1
threading,62.11181163787842,land,1025.4175364258303,30.37469,130.95950333333334,-1,-1,-88.26035503923057,,-1
threading,65.11427521705627,land,1025.559228155467,30.37469,130.95950333333334,-1,-1,-88.26035503923057,,-1
threading,68.11838841438293,land,1025.4344665395201,30.37469,130.95950333333334,-1,-1,-88.26035503923057,,-1
threading,71.12203741073608,land,1025.390116252798,30.37469,130.95950333333334,-1,-1,-88.26035503923057,,-1
threading,74.12565588951111,land,1025.3681093519738,30.37469,130.959505,-1,-1,-88.26035503923057,,-1
threading,77.12932634353638,land,1025.351520363715,30.374688333333335,130.95950166666665,-1,-1,-88.26035503923057,,-1
threading,80.13291096687317,land,1025.3904485530359,30.374686666666666,130.95950166666665,-1,-1,-88.26035503923057,,-1
threading,83.13693332672119,land,1025.49318711934,30.374685,130.95950333333334,-1,-1,-88.26035503923057,,-1
threading,86.14063882827759,land,1025.529241520551,30.374683333333333,130.95950333333334,-1,-1,-88.26035503923057,,-1
threading,89.1422472000122,land,1025.5014828890737,30.374681666666667,130.959505,-1,-1,-88.26035503923057,,-1
threading,92.14566159248352,land,1025.4210798501827,30.374681666666667,130.959505,-1,-1,-88.26035503923057,,-1
threading,95.14919805526733,land,1025.5072232485672,30.374683333333333,130.959505,-1,-1,-88.26035503923057,,-1
threading,98.15257406234741,land,1025.512649550745,30.37468,130.959505,-1,-1,-88.26035503923057,,-1
threading,101.15597748756409,land,1025.5014828890737,30.37468,130.959505,-1,-1,-88.26035503923057,,-1
threading,104.15938806533813,land,1025.462556392738,30.374678333333332,130.959505,-1,-1,-88.26035503923057,,-1
threading,107.16318988800049,land,1025.3208846081527,30.374676666666666,130.959505,-1,-1,-88.26035503923057,,-1
threading,110.16623067855835,land,1025.345767030945,30.374676666666666,130.959505,-1,-1,-88.26035503923057,,-1
threading,113.16965174674988,land,1025.390116252798,30.374675,130.959505,-1,-1,-88.26035503923057,,-1
threading,116.1730592250824,land,1025.4456378811706,30.374673333333334,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,119.17646741867065,land,1025.4510561449542,30.374673333333334,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,122.17988467216492,land,1025.4315890361622,30.37467,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,125.18225359916687,land,1025.4121215159669,30.374668333333332,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,128.18536520004272,land,1025.3789440266619,30.374666666666666,130.95950666666667,-1,-1,-88.26035503923057,,-1
threading,131.18627548217773,land,1025.4344665395201,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,134.18884658813477,land,1025.5869906504572,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,137.19261360168457,land,1025.3843593655506,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,140.19391655921936,land,1025.4232944177934,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,143.1976935863495,land,1025.4232944177934,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,146.20143818855286,land,1025.4788178911067,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,149.20494747161865,land,1025.4344665395201,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,152.20906043052673,land,1025.4232944177934,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,155.21272349357605,land,1025.3789440266619,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,158.21542739868164,land,1025.3648912223207,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,161.21910452842712,land,1025.4452994987312,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,164.22270274162292,land,1025.395186045619,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,167.22561597824097,land,1025.3562453045365,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,170.22857880592346,land,1025.4395385035295,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,173.22907876968384,land,1025.4449505331838,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,176.23252606391907,land,1025.4810102940946,30.374666666666666,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,179.23624348640442,land,1025.3558827901184,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,182.2398865222931,land,1025.3169351369781,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,185.2434902191162,land,1025.3695814377368,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
threading,188.24708127975464,land,1025.3526187384468,30.374665,130.95950833333333,-1,-1,-88.26035503923057,,-1
