comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,cornangle,distance
threading,0.0021588802337646484,distance,-1,-1,-1,-1,-1,-1,,-1
rotateforcone,1.8677361011505127,distance,-1,36.112078333333336,140.098455,-1,-1,-1,,1193.9050555229187
threading,3.0056352615356445,distance,-1,36.112078333333336,140.098455,0,0.0,-37.531511033577814,,1193.9050555229187
threading,6.009035110473633,distance,-1,36.112078333333336,140.098455,0,0.0,-70.5771917832173,,1193.9050555229187
rotateforcone,6.682516813278198,distance,-1,36.112078333333336,140.098455,0,0.0,-70.5771917832173,,1193.9587593078613
threading,9.012645244598389,distance,-1,36.112078333333336,140.098455,-10,12.0,-87.55929557978985,,1193.9587593078613
rotateforcone,11.389047384262085,distance,-1,36.112078333333336,140.098455,0,0.0,-104.01766582353619,,1193.990170955658
threading,12.016099452972412,distance,-1,36.112078333333336,140.098455,0,0.0,-101.37214385148697,,1193.990170955658
threading,15.01906704902649,distance,-1,36.112078333333336,140.098455,0,0.0,-45.01588460716527,,1193.990170955658
approachtocone,16.477752685546875,distance,-1,36.112078333333336,140.098455,0,0.0,-45.01588460716527,0,90.4969573020935
threading,18.02269983291626,distance,-1,36.112078333333336,140.098455,15.0,18.0,-45.01588460716527,,90.4969573020935
threading,21.026121854782104,distance,-1,36.11208166666667,140.09845833333333,15.0,18.0,-45.01588460716527,,90.4969573020935
rotateforcone,23.76706075668335,distance,-1,36.11209,140.09846833333333,0,0.0,-45.01588460716527,,314.1205310821533
threading,24.029706239700317,distance,-1,36.11209,140.09846833333333,0,0.0,-50.68702665867414,,314.1205310821533
threading,27.03314208984375,distance,-1,36.11209,140.09846833333333,10,-12.0,-59.243540341119775,,314.1205310821533
threading,30.037307500839233,distance,-1,36.11209,140.09846833333333,0,0.0,-34.23230330697121,,314.1205310821533
approachtocone,30.343311548233032,distance,-1,36.11209,140.09847,0,0.0,-34.23230330697121,0,34.60448980331421
threading,33.041008710861206,distance,-1,36.11209,140.09847,15.0,18.0,-34.23230330697121,,34.60448980331421
approachtocone,34.69839382171631,distance,-1,36.112093333333334,140.09847333333335,0,0.0,-34.23230330697121,0,25.6197452545166
threading,36.04523777961731,distance,-1,36.112095,140.09847333333335,15.0,18.0,-34.23230330697121,,25.6197452545166
threading,39.04950666427612,distance,-1,36.1121,140.09847833333333,5,6.0,-34.23230330697121,,4.065275192260742
distanceend,40.3534209728241,distance,-1,36.11210166666667,140.09848,30.0,36.0,-34.23230330697121,0,4.065275192260742
