comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,cornangle,distance
threading,0.0024788379669189453,camera,-1,-1,-1,-1,-1,-1,,-1
threading,3.005944013595581,camera,-1,36.112096666666666,140.09843,-1,-1,-1,,1191.9109225273132
threading,6.008538007736206,camera,-1,36.112096666666666,140.09843,-1,-1,-1,,1191.9109225273132
threading,9.012415885925293,camera,-1,36.112096666666666,140.09843,-1,-1,-1,,1191.9109225273132
threading,12.016037702560425,camera,-1,36.112096666666666,140.09843,-1,-1,-1,,1191.9109225273132
threading,15.01958680152893,camera,-1,36.112096666666666,140.09843,-1,-1,-1,,1191.9109225273132
took photo saved as camera/image1.jpg,17.90303134918213,camera,-1,36.112096666666666,140.09843,-1,-1,-1,,1191.9109225273132
cone is NOT in the image,17.90346336364746,camera,-1,36.112096666666666,140.09843,-1,-1,-1,,1191.9109225273132
can not find cone rotate,17.903655290603638,camera,-1,36.112096666666666,140.09843,-1,-1,-1,,1191.9109225273132
threading,18.023584365844727,camera,-1,36.112096666666666,140.09843,18,-21.599999999999998,107.31085640548271,,1191.9109225273132
threading,21.025206565856934,camera,-1,36.112096666666666,140.09843,0,0.0,132.41921551671516,,1191.9109225273132
threading,24.028865337371826,camera,-1,36.112096666666666,140.09843,20,-24.0,-33.25133926259604,,1191.9109225273132
threading,27.033008813858032,camera,-1,36.112096666666666,140.09843,0,0.0,-140.18526857224717,,1191.4883852005005
threading,30.03674840927124,camera,-1,36.112096666666666,140.09843,0,0.0,-140.18526857224717,,1191.4883852005005
threading,33.04095768928528,camera,-1,36.112096666666666,140.09843,0,0.0,-140.18526857224717,,1191.4883852005005
threading,36.044593811035156,camera,-1,36.112096666666666,140.09843,0,0.0,-140.18526857224717,,1191.4883852005005
threading,39.04536056518555,camera,-1,36.112096666666666,140.09843,0,0.0,-140.18526857224717,,1191.4883852005005
threading,42.0491144657135,camera,-1,36.112096666666666,140.09843,0,0.0,-140.18526857224717,,1191.4883852005005
took photo saved as camera/image2.jpg,42.08546829223633,camera,-1,36.112096666666666,140.09843,0,0.0,-140.18526857224717,,1191.4883852005005
cone is NOT in the image,42.08601784706116,camera,-1,36.112096666666666,140.09843,0,0.0,-140.18526857224717,,1191.4883852005005
can not find cone rotate,42.086252212524414,camera,-1,36.112096666666666,140.09843,0,0.0,-140.18526857224717,,1191.4883852005005
threading,45.05273127555847,camera,-1,36.112096666666666,140.09843,0,0.0,120.26335401983815,,1191.4883852005005
threading,48.05748772621155,camera,-1,36.112096666666666,140.09843,0,0.0,95.00686105911727,,1191.4883852005005
threading,51.06150555610657,camera,-1,36.112096666666666,140.09843,0,0.0,159.4571289389954,,1191.4883852005005
threading,54.063698053359985,camera,-1,36.112096666666666,140.09843,0,0.0,159.4571289389954,,1191.8075680732727
threading,57.068644762039185,camera,-1,36.112096666666666,140.09843,0,0.0,159.4571289389954,,1191.8075680732727
threading,60.072428464889526,camera,-1,36.112096666666666,140.09843,0,0.0,159.4571289389954,,1191.8075680732727
threading,63.0762665271759,camera,-1,36.112096666666666,140.09843,0,0.0,159.4571289389954,,1191.8075680732727
threading,66.07713007926941,camera,-1,36.112096666666666,140.09843,0,0.0,159.4571289389954,,1191.8075680732727
took photo saved as camera/image3.jpg,67.51345252990723,camera,-1,36.112096666666666,140.09843,0,0.0,159.4571289389954,,1191.8075680732727
cone is in the image,67.51409864425659,camera,-1,36.112096666666666,140.09843,0,0.0,159.4571289389954,-23.60696552723451,1191.8075680732727
rotate for cone,67.51433324813843,camera,-1,36.112096666666666,140.09843,0,0.0,159.4571289389954,,1191.8075680732727
threading,69.078293800354,camera,-1,36.112096666666666,140.09843,-20,24.0,-87.79655660359654,,1191.8075680732727
threading,72.0817346572876,camera,-1,36.112096666666666,140.09843,0,0.0,30.17080720226276,,1191.8075680732727
threading,75.08535623550415,camera,-1,36.112096666666666,140.09843,0,0.0,28.525785064151467,,1191.8075680732727
threading,78.08886671066284,camera,-1,36.112096666666666,140.09843,0,0.0,-63.91157818669911,,1192.1297907829285
threading,81.09256601333618,camera,-1,36.112096666666666,140.09843,0,0.0,-63.91157818669911,,1192.1297907829285
threading,84.09607720375061,camera,-1,36.112096666666666,140.09843,0,0.0,-63.91157818669911,,1192.1297907829285
threading,87.0971200466156,camera,-1,36.112096666666666,140.09843,0,0.0,-63.91157818669911,,1192.1297907829285
threading,90.10074090957642,camera,-1,36.112096666666666,140.09843,0,0.0,-63.91157818669911,,1192.1297907829285
took photo saved as camera/image4.jpg,92.80332851409912,camera,-1,36.112096666666666,140.09843,0,0.0,-63.91157818669911,,1192.1297907829285
cone is NOT in the image,92.80377054214478,camera,-1,36.112096666666666,140.09843,0,0.0,-63.91157818669911,,1192.1297907829285
can not find cone rotate,92.80415534973145,camera,-1,36.112096666666666,140.09843,0,0.0,-63.91157818669911,,1192.1297907829285
threading,93.10426020622253,camera,-1,36.112096666666666,140.09843,18,-21.599999999999998,-57.283944398898434,,1192.1297907829285
threading,96.10699129104614,camera,-1,36.112096666666666,140.09843,-19,22.8,76.12638644067881,,1192.1297907829285
threading,99.11044907569885,camera,-1,36.112096666666666,140.09843,0,0.0,74.73494517595795,,1192.1297907829285
threading,102.11420798301697,camera,-1,36.112096666666666,140.09843,0,0.0,19.706731310734494,,1192.1297907829285
threading,105.11762809753418,camera,-1,36.112096666666666,140.09843,0,0.0,19.706731310734494,,937.5900626182556
threading,108.12113285064697,camera,-1,36.112096666666666,140.09843,0,0.0,19.706731310734494,,937.5900626182556
threading,111.12464141845703,camera,-1,36.112096666666666,140.09843,0,0.0,19.706731310734494,,937.5900626182556
threading,114.12820792198181,camera,-1,36.112096666666666,140.09843,0,0.0,19.706731310734494,,937.5900626182556
threading,117.12913107872009,camera,-1,36.112095,140.09843,0,0.0,19.706731310734494,,937.5900626182556
took photo saved as camera/image5.jpg,118.26474738121033,camera,-1,36.112095,140.09842833333335,0,0.0,19.706731310734494,,937.5900626182556
cone is NOT in the image,118.2652199268341,camera,-1,36.112095,140.09842833333335,0,0.0,19.706731310734494,,937.5900626182556
can not find cone rotate,118.26542806625366,camera,-1,36.112095,140.09842833333335,0,0.0,19.706731310734494,,937.5900626182556
threading,120.13269352912903,camera,-1,36.112095,140.09842833333335,-20,24.0,-150.39862475708847,,937.5900626182556
threading,123.13618898391724,camera,-1,36.112095,140.09842833333335,-20,24.0,-166.45787817718482,,937.5900626182556
threading,126.13988590240479,camera,-1,36.112096666666666,140.09842833333335,0,0.0,-105.8136393927695,,937.5900626182556
threading,129.14358758926392,camera,-1,36.112096666666666,140.09842833333335,0,0.0,-177.57476389826593,,1192.7934885025024
threading,132.14515209197998,camera,-1,36.112096666666666,140.09842833333335,0,0.0,-177.57476389826593,,1192.7934885025024
threading,135.14884996414185,camera,-1,36.112096666666666,140.09842833333335,0,0.0,-177.57476389826593,,1192.7934885025024
threading,138.15097832679749,camera,-1,36.112096666666666,140.09842833333335,0,0.0,-177.57476389826593,,1192.7934885025024
threading,141.15222454071045,camera,-1,36.112096666666666,140.09842833333335,0,0.0,-177.57476389826593,,1192.7934885025024
took photo saved as camera/image6.jpg,143.61530351638794,camera,-1,36.112096666666666,140.09842833333335,0,0.0,-177.57476389826593,,1192.7934885025024
cone is NOT in the image,143.6159029006958,camera,-1,36.112096666666666,140.09842833333335,0,0.0,-177.57476389826593,,1192.7934885025024
can not find cone rotate,143.6164538860321,camera,-1,36.112096666666666,140.09842833333335,0,0.0,-177.57476389826593,,1192.7934885025024
threading,144.15580201148987,camera,-1,36.112096666666666,140.09842833333335,0,0.0,-178.37125560078334,,1192.7934885025024
threading,147.1565239429474,camera,-1,36.112096666666666,140.09842833333335,0,0.0,-153.71943951519887,,1192.7934885025024
threading,150.16077184677124,camera,-1,36.112096666666666,140.09842833333335,0,0.0,-148.22183060123214,,1193.1511759757996
threading,153.164617061615,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-148.22183060123214,,1193.1511759757996
threading,156.16887998580933,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-148.22183060123214,,1193.1511759757996
threading,159.17388892173767,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-148.22183060123214,,1193.1511759757996
threading,162.1776967048645,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-148.22183060123214,,1193.1511759757996
took photo saved as camera/image7.jpg,164.84432768821716,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-148.22183060123214,,1193.1511759757996
cone is NOT in the image,164.8448944091797,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-148.22183060123214,,1193.1511759757996
can not find cone rotate,164.84514832496643,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-148.22183060123214,,1193.1511759757996
threading,165.18112421035767,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-147.82836705013622,,1193.1511759757996
threading,168.18456435203552,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-126.43365914218461,,1193.1511759757996
threading,171.18798160552979,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-119.49015170288175,,1193.4359073638916
threading,174.1914894580841,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-119.49015170288175,,1193.4359073638916
threading,177.1951162815094,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-119.49015170288175,,1193.4359073638916
threading,180.19902086257935,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-119.49015170288175,,1193.4359073638916
threading,183.20279693603516,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-119.49015170288175,,1193.4359073638916
took photo saved as camera/image8.jpg,185.67375683784485,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-119.49015170288175,,1193.4359073638916
cone is in the centre,185.67432928085327,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-119.49015170288175,,1193.4359073638916
[camera] approach cone,185.67459440231323,camera,-1,36.112096666666666,140.09842666666665,0,0.0,-119.49015170288175,0,1193.4359073638916
threading,186.20656609535217,camera,-1,36.112096666666666,140.09842666666665,5,6.0,-117.6654574562921,,1193.4359073638916
threading,189.21004104614258,camera,-1,36.112096666666666,140.09842666666665,26.0,36.0,-117.6654574562921,,1193.4359073638916
threading,192.21413493156433,camera,-1,36.11208166666667,140.09844,18,-21.599999999999998,-158.01254814356938,,1193.4359073638916
threading,195.22334814071655,camera,-1,36.11208,140.09844,0,0.0,-91.91271811388748,,1193.4359073638916
threading,198.25240969657898,camera,-1,36.11208,140.09844,0,0.0,-91.91271811388748,,1193.5818195343018
threading,201.25527620315552,camera,-1,36.11208,140.09844,0,0.0,-91.91271811388748,,1193.5818195343018
threading,204.25712823867798,camera,-1,36.11208,140.09844,0,0.0,-91.91271811388748,,1193.5818195343018
threading,207.26073694229126,camera,-1,36.11208,140.09844,0,0.0,-91.91271811388748,,1193.5818195343018
threading,210.2643141746521,camera,-1,36.11208,140.09844,0,0.0,-91.91271811388748,,1193.5818195343018
took photo saved as camera/image9.jpg,211.64440155029297,camera,-1,36.11208,140.09844,0,0.0,-91.91271811388748,,1193.5818195343018
cone is in the centre,211.64495730400085,camera,-1,36.11208,140.09844,0,0.0,-91.91271811388748,,1193.5818195343018
[camera] approach cone,211.64524030685425,camera,-1,36.11208,140.09844,0,0.0,-91.91271811388748,0,1193.5818195343018
threading,213.26558756828308,camera,-1,36.11208,140.09844,26.0,36.0,-88.53842946163697,,1193.5818195343018
threading,216.26901602745056,camera,-1,36.11208,140.09844833333332,0,0.0,-88.53842946163697,,1193.5818195343018
threading,219.27271056175232,camera,-1,36.112078333333336,140.098455,-10,12.0,-68.8789538896633,,1193.5818195343018
threading,222.27438497543335,camera,-1,36.112078333333336,140.098455,0,0.0,-82.23664139856436,,1193.5818195343018
camera,223.15336894989014,camera,-1,36.11207666666667,140.098455,0,0.0,-82.23664139856436,0,54.914653301239014
