comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,corn,distance
threading,5.045496225357056,deployment,1021.0523802062139,36.11416166666667,140.09797,-1,-1,-66.72119730381621,corn,-1
threading,8.049064874649048,deployment,1021.0523802062139,36.114165,140.09797333333333,-1,-1,-66.72119730381621,corn,-1
threading,11.05273723602295,deployment,1021.0523802062139,36.114165,140.09797833333334,-1,-1,-66.72119730381621,corn,-1
threading,14.056416034698486,deployment,1021.0523802062139,36.114165,140.09798,-1,-1,-66.72119730381621,corn,-1
open,15.050849199295044,deployment,1021.0523802062139,36.114165,140.09798,-1,-1,-66.72119730381621,corn,-1
threading,17.057414531707764,deployment,1021.0523802062139,36.114165,140.09798166666667,30.0,30.0,-66.72119730381621,corn,-1
threading,20.059873819351196,deployment,1021.0523802062139,36.11416166666667,140.09797666666665,30.0,30.0,-66.72119730381621,corn,-1
threading,23.06162929534912,deployment,1021.0523802062139,36.114153333333334,140.09796333333333,30.0,30.0,-66.72119730381621,corn,-1
threading,26.0628924369812,deployment,1021.0523802062139,36.11414833333333,140.09794666666667,30.0,30.0,-66.72119730381621,corn,-1
threading,29.06478977203369,deployment,1021.0523802062139,36.11414,140.09793,15,-15,-58.286895606217016,corn,-1
threading,32.06848692893982,deployment,1021.0523802062139,36.11414166666667,140.09792833333333,15,-15,-57.759054109348845,corn,-1
threading,35.07209897041321,deployment,1021.0523802062139,36.11414,140.09792666666667,15,-15,-70.71991816507945,corn,-1
threading,38.07571077346802,deployment,1021.0523802062139,36.11414,140.09792666666667,15,-15,-44.276831186425994,corn,-1
threading,41.07943105697632,deployment,1021.0523802062139,36.11414,140.09792666666667,15,-15,-57.67820207522288,corn,-1
threading,44.08310270309448,deployment,1021.0523802062139,36.11414,140.09792666666667,15,-15,-66.96372553263319,corn,-1
threading,47.08677673339844,deployment,1021.0523802062139,36.11413833333334,140.09792666666667,15,-15,-71.26855900660853,corn,-1
threading,50.090434312820435,deployment,1021.0523802062139,36.11414,140.09792666666667,15,-15,-76.79670393823176,corn,-1
threading,53.0928750038147,deployment,1021.0523802062139,36.11414,140.09792666666667,15,-15,-78.01231855784438,corn,-1
threading,56.09572672843933,deployment,1021.0523802062139,36.11414,140.09792666666667,15,-15,-69.0684251159069,corn,-1
threading,59.09935116767883,deployment,1021.0523802062139,36.11414,140.09792666666667,15,-15,-67.65213024140135,corn,-1
threading,62.10022211074829,deployment,1021.0523802062139,36.11414,140.09792666666667,15,-15,-71.60122404287432,corn,-1
threading,65.10260272026062,deployment,1021.0523802062139,36.11413833333334,140.09792666666667,15,-15,-70.50066188675048,corn,-1
threading,68.10417914390564,deployment,1021.0523802062139,36.11413833333334,140.09792666666667,15,-15,-76.32842405764879,corn,-1
threading,71.10673666000366,deployment,1021.0523802062139,36.11413833333334,140.097925,15,-15,-45.133470409311286,corn,-1
threading,74.10993075370789,deployment,1021.0523802062139,36.11413833333334,140.097925,15,-15,-50.20547949453937,corn,-1
threading,77.11340308189392,deployment,1021.0523802062139,36.11413833333334,140.097925,15,-15,-45.35848024262366,corn,-1
threading,80.11619782447815,deployment,1021.0523802062139,36.11413833333334,140.097925,15,-15,-52.89126794429571,corn,-1
threading,83.12001657485962,deployment,1021.0523802062139,36.11413833333334,140.097925,15,-15,-57.46086354746773,corn,-1
threading,86.12184929847717,deployment,1021.0523802062139,36.11413833333334,140.09792666666667,15,-15,-57.14654364514949,corn,-1
threading,89.12361407279968,deployment,1021.0523802062139,36.11413666666667,140.09792666666667,15,-15,-54.28464807364979,corn,-1
deployment,90.86964583396912,deployment,1021.0523802062139,36.11413833333334,140.09792666666667,0,0,-75.31450332884847,corn,-1
threading,92.12738990783691,gps,1021.0523802062139,36.11413666666667,140.09792666666667,25.0,25.0,40.798567184052715,corn,-1
dutychange,94.1799545288086,gps,1021.0523802062139,36.11413666666667,140.09792666666667,18.0,25.0,53.17384169449281,corn,-1
threading,95.13121342658997,gps,1021.0523802062139,36.11414,140.09792166666668,18.0,25.0,53.17384169449281,corn,-1
dutychange,96.23772954940796,gps,1021.0523802062139,36.114145,140.09791666666666,23.0,25.0,-31.093216199149477,corn,-1
threading,98.13493847846985,gps,1021.0523802062139,36.114155,140.097915,23.0,25.0,-48.99353116764791,corn,-1
dutychange,98.2941563129425,gps,1021.0523802062139,36.11416,140.09791833333333,20.0,25.0,-48.99353116764791,corn,-1
dutychange,100.3488655090332,gps,1021.0523802062139,36.11416833333333,140.09792666666667,24.0,25.0,-75.18843246638806,corn,-1
threading,101.13804221153259,gps,1021.0523802062139,36.11416833333333,140.09792666666667,24.0,25.0,-75.18843246638806,corn,-1
dutychange,102.40360140800476,gps,1021.0523802062139,36.11417333333333,140.097935,22.0,25.0,-86.17159310550315,corn,-1
threading,104.14111757278442,gps,1021.0523802062139,36.114175,140.09794,22.0,25.0,-66.82213934362696,corn,-1
dutychange,104.45888996124268,gps,1021.0523802062139,36.114178333333335,140.09794166666666,21.0,25.0,-66.82213934362696,corn,-1
dutychange,106.51368451118469,gps,1021.0523802062139,36.114185,140.09794833333333,20.0,25.0,-72.84541503679253,corn,-1
threading,107.14420318603516,gps,1021.0523802062139,36.114185,140.09794833333333,20.0,25.0,-72.84541503679253,corn,-1
dutychange,108.5685031414032,gps,1021.0523802062139,36.11418833333333,140.09795833333334,24.0,25.0,-99.78797579770341,corn,-1
threading,110.14733791351318,gps,1021.0523802062139,36.11419,140.09796333333333,24.0,25.0,-97.04799484714906,corn,-1
dutychange,110.62431120872498,gps,1021.0523802062139,36.11419,140.09796666666668,22.0,25.0,-97.04799484714906,corn,-1
dutychange,112.67898297309875,gps,1021.0523802062139,36.11419333333333,140.09797666666665,20.0,25.0,-88.35407430164024,corn,-1
threading,113.15043783187866,gps,1021.0523802062139,36.11419333333333,140.09797666666665,20.0,25.0,-88.35407430164024,corn,-1
