comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,corn,distance
open,18.032188892364502,deployment,1014.2705576605875,36.112001666666664,140.09841166666666,-1,-1,-69.96447124892198,corn,-1
deployment,93.55248069763184,deployment,1014.2705576605875,36.11197,140.09852666666666,0,0,-59.313964936037785,corn,-1
dutychange,96.86357045173645,gps,1014.2705576605875,36.11197333333333,140.09852166666667,20.0,18.0,62.94786398563474,corn,-1
dutychange,98.92742872238159,gps,1014.2705576605875,36.11197833333333,140.09851,20.0,16.0,53.11552179716413,corn,-1
dutychange,100.98597478866577,gps,1014.2705576605875,36.111981666666665,140.09849833333334,20.0,19.0,77.20434769587207,corn,-1
dutychange,103.044997215271,gps,1014.2705576605875,36.111981666666665,140.09848666666667,20.0,17.0,87.42566242094718,corn,-1
dutychange,105.10388779640198,gps,1014.2705576605875,36.11197833333333,140.098475,20.0,16.0,106.54035988172473,corn,-1
dutychange,107.16255354881287,gps,1014.2705576605875,36.11197333333333,140.09846666666667,18.0,18.0,115.506577513781,corn,-1
dutychange,109.22154474258423,gps,1014.2705576605875,36.111965,140.09845833333333,17.0,18.0,133.17776673428236,corn,-1
dutychange,111.27886033058167,gps,1014.2705576605875,36.111956666666664,140.09845166666668,16.0,18.0,135.6472781000657,corn,-1
dutychange,113.33524179458618,gps,1014.2705576605875,36.11194833333333,140.098445,14.0,18.0,119.45675154863136,corn,-1
gps,136.66932916641235,gps,1014.2705576605875,36.111943333333336,140.09841166666666,0,0,35.70512112464264,corn,-1
