"lati, longi, g_lati, g_longi, x, y, distance, move, theta_abs, theta_rela, theta_delta, duty, duty_R, duty_L"
36.11204333333333,140.098415,36.11215500000002,140.0984816666668,-6.001798146334642,-12.389412820804864,13.76659475083326,6086064.470032621,-165.26215416956663,139.41523337570084,1000,25,25,25
36.11203833333333,140.09841666666668,36.11215500000002,140.0984816666668,-6.001798146334642,-12.389412820804864,13.76659475083326,0.0,-128.04801208594282,102.20109129207701,37.21414208362383,25,25,22
36.112021666666664,140.09841833333334,36.11215500000002,140.0984816666668,-5.7017089597628585,-13.498912848066539,14.653673025611562,1.1493667084055337,-177.50966333674268,154.61130244362437,-52.41021115154736,25,25,18
36.11201166666667,140.09841833333334,36.11215500000002,140.0984816666668,-5.70171016444015,-15.348079224582762,16.37293604346359,1.8491663765166153,-164.24939650638436,143.86969717170393,10.741605271920434,25,25,17
36.11201,140.098435,36.11215500000002,140.0984816666668,-5.251575707569596,-16.272662692237645,17.099081803058258,1.0283363350202492,-99.56433559715809,81.67820967028854,62.191487501415395,25,25,23
36.112021666666664,140.09844,36.11215500000002,140.0984816666668,-3.901170200241569,-15.5329968505539,16.015402589088115,1.5397079565864393,-39.71750616191099,25.619063847932367,56.05914582235617,25,25,22
36.11203833333333,140.098445,36.11215500000002,140.0984816666668,-3.7511245576183003,-14.053663815371692,14.54566609276642,1.4869229717277332,-68.72981962037284,53.785154146828006,-28.16609029889564,25,25,21
36.11205,140.098455,36.11215500000002,140.0984816666668,-2.8508540628254715,-12.20449777552858,12.53304172339702,2.0566725569967583,-89.69623459452518,76.54824231718118,-22.76308817035317,25,25,22
36.112065,140.09847,36.11215500000002,140.0984816666668,-1.9505841178890984,-11.094998191576451,11.265157046044495,1.4288020508613806,-80.01546414256258,70.04433214220306,6.503910174978117,20,20,10
36.112078333333336,140.09847,36.11215500000002,140.0984816666668,-0.7502245221200396,-9.430748627055436,9.460542082793049,2.0519721665176758,46.02719976493781,-50.57555210000546,120.61988424220851,20,19,20
36.112075,140.09846,36.11215500000002,140.0984816666668,-1.5004488788576713,-8.506165334954858,8.637487802807765,1.1906682365268408,126.3381224833146,-136.34192725712688,85.76637515712142,20,17,20
36.11206166666667,140.098445,36.11215500000002,140.0984816666668,-2.4007184520005347,-9.430748330429196,9.731519057046999,1.2904801508923467,145.93526516746502,-160.2172985306728,23.87537127354591,20,11,20
36.112055,140.098435,36.11215500000002,140.0984816666668,-3.7511232102812877,-10.910080966539681,11.536931655997725,2.0030022614687417,99.0010730696984,-117.975157709071,-42.242140821601794,20,17,20
36.112065,140.09843333333333,36.11215500000002,140.0984816666668,-4.501347850046913,-10.910080612171441,11.802202821134752,0.7502246397657089,-41.33222682330575,18.911862578020653,-136.88702028709164,20,18,20
36.11207666666667,140.09844666666666,36.11215500000002,140.0984816666668,-4.051212467476687,-9.615664361510426,10.43423804452727,1.3704507625657203,-86.43421590704246,63.58785054599345,-44.675987967972794,20,20,20
36.11208166666667,140.09845666666666,36.11215500000002,140.0984816666668,-2.7008079152592233,-8.321248408406973,8.748573510552589,1.8705895098332956,-85.53426298674285,67.55251028398023,-3.9646597379867785,20,20,14
36.112095,140.09846833333333,36.11215500000002,140.0984816666668,-1.650493625192683,-7.766498751472682,7.939939046581428,1.1878161851846836,-64.2947582538671,52.297063868484926,15.2554464154953,20,20,18
36.11210333333333,140.09846166666668,36.11215500000002,140.0984816666668,-1.3504036198284617,-6.102249044459313,6.249882665862649,1.6910887317386931,71.82493726788476,-84.30316661402392,136.60023048250883,15,15,15
36.112115,140.09844666666666,36.11215500000002,140.0984816666668,-2.250672504156624,-5.362582298461348,5.815738614203499,1.1651570534587568,62.23149954711747,-84.99926255703366,0.6960959430097375,15,10,15
36.11212166666667,140.09843666666666,36.11215500000002,140.0984816666668,-3.601075465808898,-4.068165364675224,5.433020701671757,1.8705890401987029,63.07905563980294,-104.59380021466872,19.59453765763506,15,11,15
36.11213166666667,140.09843666666666,36.11215500000002,140.0984816666668,-4.201254265517341,-3.1435818946920335,5.247155851712736,1.102301766571035,-70.34148150579733,17.1470961705541,-121.74089638522281,15,15,14
36.112136666666665,140.09844666666666,36.11215500000002,140.0984816666668,-3.6010747049582195,-2.218998957425356,4.229857610339235,1.1023017340082604,-97.6055225336109,39.24709096982214,-22.09999479926804,15,15,13
36.112141666666666,140.09846333333334,36.11215500000002,140.0984816666668,-2.7008059180270307,-1.8491660002619028,3.273189194558487,0.9732729858199182,-78.3361128749559,22.73446046134309,16.51263050847905,15,15,12
