"lati, longi, g_lati, g_longi, x, y, distance, move, theta_abs, theta_rela, theta_delta, duty, duty_R, duty_L"
36.111988333333336,140.09849,36.11215500000002,140.0984816666668,0.7502252782037719,-18.491663878317922,18.506876315487272,6086065.829205737,99.23942199293788,-96.91614912296758,1000,25,25,25
36.111988333333336,140.09848833333334,36.11215500000002,140.0984816666668,0.7502252782037719,-18.491663878317922,18.506876315487272,0.0,103.28386054510376,-100.96058767513347,4.044438552165886,25,20,25
36.111985,140.09847666666667,36.11215500000002,140.0984816666668,0.4501351831946405,-18.861497171688825,18.866867711434647,0.47626749837476584,93.18804741173477,-91.82092627423839,-9.13966140089508,25,18,25
36.11198666666667,140.09846333333334,36.11215500000002,140.0984816666668,-0.9002703984589051,-18.86149713722989,18.88297013311393,1.350405581653546,84.83124932063659,-87.56393676513368,-4.256989509104713,25,20,25
36.11199833333333,140.09844833333332,36.11215500000002,140.0984816666668,-2.1006307790271,-18.306747022550553,18.42687266514477,1.3223512139271316,28.231870026534367,-34.77771762015935,-52.786219144974325,25,24,25
36.11201166666667,140.09843333333333,36.11215500000002,140.0984816666668,-3.45103568718689,-16.827413499820977,17.177645135704566,2.003003017335108,44.38052788453673,-55.970280673330265,21.192563053170915,25,22,25
36.112021666666664,140.098425,36.11215500000002,140.0984816666668,-4.651395233992042,-15.532996483612806,16.21448295144596,1.7653267271118782,53.587720312952584,-70.25818295615771,14.287902282827446,25,18,25
36.11203166666667,140.09841,36.11215500000002,140.0984816666668,-5.551664692128338,-14.608412771020085,15.62775430259662,1.2904805844509093,46.071006301392984,-66.879400683857,-3.378782272300711,25,20,25
36.11204,140.09841,36.11215500000002,140.0984816666668,-6.601978376686389,-12.944162303116173,14.530569714076886,1.9679655626784474,-50.22784162164718,23.204659650162917,-90.08406033401991,25,25,24
36.112051666666666,140.09842333333333,36.11215500000002,140.0984816666668,-6.151842968754753,-12.204496077727526,13.667292944233099,0.8658683563073934,-99.76669855185753,73.01568582114191,-49.811026170979,25,25,22
36.11205666666667,140.098435,36.11215500000002,140.0984816666668,-4.951482844972427,-11.279913646169007,12.318832502680033,1.5151624003760742,-98.96242800704522,75.26265399448155,-2.2469681733396385,25,25,17
36.112065,140.09844833333332,36.11215500000002,140.0984816666668,-3.901168057183469,-10.725164262577891,11.412636008813502,1.1878164976303731,-96.15319955847369,76.16486382360073,-0.9022098291191725,20,20,15
36.11207666666667,140.09845,36.11215500000002,140.0984816666668,-2.850853159316795,-9.430748195387423,9.852226918864064,1.6669356135380635,5.265922822752802,-22.085644496074128,98.25050831967485,20,19,20
36.112085,140.09843333333333,36.11215500000002,140.0984816666668,-3.150942567802443,-8.321248258464038,8.89784308945602,1.1493666791404127,89.37965246004755,-110.11943753267045,88.03379303659632,20,17,20
36.112096666666666,140.09841666666668,36.11215500000002,140.0984816666668,-4.951480543402173,-7.211747587658465,8.7479404913264,2.114929961037668,85.59319501373713,-120.0661186789448,9.946681146274358,20,12,20
36.112105,140.09840666666668,36.11215500000002,140.0984816666668,-6.451928368687605,-6.102246770635247,8.880585303030664,1.8661017494710652,12.945067038638774,-59.54056021721268,-60.525558461732125,20,19,20
36.112111666666664,140.09841833333334,36.11215500000002,140.0984816666668,-6.601972518143695,-5.177663458976895,8.390127533282744,0.9366789989015061,-99.30736940216426,47.41304301452028,-106.95360323173296,20,20,20
36.112116666666665,140.09843166666667,36.11215500000002,140.0984816666668,-5.10152379022814,-4.4379979013465345,6.761757933749177,1.6728572928519752,-86.43421590704246,37.455389404569615,9.957653609950661,15,15,13
36.112125,140.09844833333332,36.11215500000002,140.0984816666668,-4.051209814012022,-3.8832485279999673,5.611766218167078,1.1878157752207708,-83.60576998844294,37.393080309290134,0.06230909527948114,15,15,9
36.112135,140.09845333333334,36.11215500000002,140.0984816666668,-2.700806260409891,-2.958665845915675,4.006002751379133,1.636594908213834,-12.599230840135954,-29.7920355360052,67.18511584529534,15,14,15
36.112138333333334,140.09844833333332,36.11215500000002,140.0984816666668,-2.850850689723637,-1.8491659522987902,3.3980530269904308,1.1195996358984612,96.13755399241263,-153.16863805732734,123.37660252132214,15,11,15
36.11214,140.09845166666668,36.11215500000002,140.0984816666668,-2.850850689723637,-1.8491659522987902,3.3980530269904308,0.0,96.27363083283218,-153.3047148977469,0.13607684041954826,15,9,15
36.112141666666666,140.09845166666668,36.11215500000002,140.0984816666668,-2.8508505692555737,-1.4793326687067747,3.2118178829018214,0.36983328359203516,66.41192991079325,-128.98671468782442,-24.318000209922474,15,11,15
