goal_latitude,goal_longitude
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
30.374315,130.96007166666666
