magX_max,magX_min,magY_max,magY_min,magZ_max,magZ_min
15.545454545454545,-39.63636363636363,-32.09090909090909,-51.54545454545455,52.6530612244898,-7.551020408163265
14.727272727272728,-39.81818181818182,-30.818181818181817,-51.090909090909086,51.93877551020408,-7.551020408163265
15.181818181818182,-39.63636363636363,-31.272727272727273,-50.63636363636363,54.08163265306123,-7.040816326530612
15.454545454545453,-39.27272727272727,-31.727272727272727,-50.36363636363637,57.3469387755102,-6.530612244897959
